title,node_id,path,short_description,uuid
"Municipal Small Bridge Program",140451,"/municipal-small-bridge-program","Program that provides financial support to cities and towns for small bridge replacement, preservation and rehabilitation projects.","b7f5de49-9c03-4620-a18e-6285070ad4e4"
"Accelerated Bridge Program (ABP)",140371,"/accelerated-bridge-program-abp","Fixing Bridges, Doing Business Differently","fc6264c8-ec0d-4150-af95-d0f2e8ad1545"
"Chapter 257 Implementation Update",140336,"/chapter-257-implementation-update","Chapter 257 of the Acts of 2008 places authority for determination of reimbursement rates for human and social services with the Secretary of EOHHS.","d5439e7d-954f-4efd-96b9-f9c717164959"
"Highway Division PRR",140006,"/highway-division-prr","Learn how to request public records from the Highway Division of MassDOT.","345560a8-b53d-4780-9c8b-9af785fc4950"
"Rail and Transit Division PRR",139986,"/rail-and-transit-division-prr","Learn how to request public records from the Rail and Transit Division of MassDOT.","e0e82fd5-39a6-4b2f-be2f-586fd5ba8c32"
"MassDOT Highway Division Manuals and Publications",139801,"/massdot-highway-division-manuals-and-publications","Most of our manuals, publications and forms are available online.","ce8b637b-c9ae-4195-baad-93019da72a47"
"Child Requiring Assistance Cases",138936,"/child-requiring-assistance-cases","Find out what will happen in court, who may be involved, and what your rights are as a parent, legal guardian, or custodian in a Child Requiring Assistance (CRA) case.","74265391-66b9-4f0c-addb-c921ea59bd3d"
"Payment & Care Delivery Innovation (PCDI) for Providers",138856,"/payment-care-delivery-innovation-pcdi-for-providers","Information for providers about the MassHealth PCDI initiative","460e44cd-eff4-41a4-8c1a-709c824add69"
"Adopt-A-Highway Programs",138366,"/adopt-a-highway-programs","MassDOT offers programs that allow volunteer teams to help beautify state highways.","4b651eaa-41db-4134-9d4c-be29402bedf6"
"Scenic Viewing Areas",138251,"/scenic-viewing-areas","See the sights that will take your breath away","f096df81-d7aa-4f10-979e-8bc988c97861"
"Hunting in the Parks",138216,"/hunting-in-the-parks","Be Safe. Be Seen. Have Fun.","d00ea7f3-557f-4d82-9cbe-fda7c056836d"
"Massachusetts Legal Forms",138201,"/massachusetts-legal-forms","Find forms available online for no charge.","579df645-8904-4022-b405-1c231e8b961e"
"Radiation Control",138186,"/radiation-control","Protecting the health and safety of the Commonwealth from the harmful effects of ionizing and non-ionizing radiation.","98d71dbd-9c0e-42fa-a743-781c98f97f60"
"Canoeing and Kayaking",138131,"/canoeing-and-kayaking","Bring your own or rent at select locations","d83c254b-250f-4757-a5ab-f70777182cf1"
"Off-Road Vehicles",138106,"/off-road-vehicles","Learn the rules to ride safely","ff2a2175-f508-406c-98b3-ad8267abce5e"
"MassHealth Provider Remittance Advice Message Text",137576,"/masshealth-provider-remittance-advice-message-text","Weekly Remittance Advice Message Text","256d560a-7581-4c67-a62d-dfb99bbdc141"
"TURA Regulations and Amendments",137366,"/tura-regulations-and-amendments","The Administrative Council is the governing body of the TURA program and is responsible for program policy oversight.","557a9abc-6be3-485c-8425-9cad370e8b18"
"TURA Administrative Council Meetings",137336,"/tura-administrative-council-meetings","Find meetings notices and proceedings from recent meetings.","41bb6346-00f4-43c8-bba7-1e52b60f84bc"
"Employment, Placement, & Staffing Agencies Program",137326,"/employment-placement-staffing-agencies-program","For questions, call DLS at (617) 626-6970.","9c3da6fc-6681-4729-a1cf-117883bf698f"
"ServiceNow",137321,"/servicenow","The Commonwealth's new system for technology support and services.","6e99d127-3b37-4cf7-8f9f-e22d2f4305d9"
"Wastewater",137266,"/wastewater","MassDEP's wastewater programs regulate discharges from treatment plants, industrial facilities, sewers, and other sources. This makes sure that our water remains safe from pollutants.","ac14990d-cd9c-4ca7-a6ac-d76612b4e2bb"
"Legal internships, staff directory, legal assistance and more about DALA",137196,"/legal-internships-staff-directory-legal-assistance-and-more-about-dala","Access our staff directory, learn about legal internships and more about who we are and what we do.","c140f434-53a2-41fc-adeb-86a2e8f3b503"
"OTA Public Records Requests",137046,"/ota-public-records-requests","Learn how to request public records from the EEA Office of Technical Assistance and Technology.","118bad5e-08e0-47d7-bd52-72009a7744aa"
"Personal Income Tax Credits",137006,"/personal-income-tax-credits","When filling out your personal income tax return, check to see if you qualify for tax credits that can save you money on taxes.","0c4c2c78-cb65-4b45-8274-28b656ad9246"
"Bar Docket",136996,"/bar-docket","The Supreme Judicial Court Clerk for the County of Suffolk is responsible for matters filed by the Board of Bar Overseers pertaining to attorney discipline and other matters.","c520de38-8170-4bf3-b73e-86bd2589432b"
"Attorney Services",136911,"/attorney-services","The Supreme Judicial Court Clerk's Office for the County of Suffolk offers some services to applicants to the Massachusetts bar and attorneys.","4667baa4-4ca4-4911-8e3c-acb9d5e5c92f"
"Sports Related Concussions and Head Injuries",136841,"/sports-related-concussions-and-head-injuries","Education for parents, caregivers, and school staff about how to protect student safety while participating in extracurricular school sports.","0d025677-c44b-4be8-bfea-4d15c41254da"
"Supreme Judicial Court Single Justice",136871,"/supreme-judicial-court-single-justice","The Supreme Judicial Court Clerk's Office for the County of Suffolk is primarily responsible for the Supreme Judicial Court single justice caseload.","f45f8d49-cdcc-4313-8c90-382385527a92"
"Infant Safe Sleep",136356,"/infant-safe-sleep","Learn how to keep sleep time safe for infants.","1e6114f0-eb1e-46d1-b607-f4f1e87c1700"
"MassDOT Approved Fabricators",136291,"/massdot-approved-fabricators","Approved fabricators of metal bridges and metal highway components.","fa146b53-0fa1-4cfe-adcd-ce397cf5abfa"
"Chapter 40 B Planning and Information",136246,"/chapter-40-b-planning-and-information","The following information is provided to assist planners and developers in their affordable housing efforts.","5b072ff0-de2a-49e5-851a-3ff99a761304"
"Regional Workforce Skills Planning Initiative",136061,"/regional-workforce-skills-planning-initiative","A Strategy of the Workforce Skills Cabinet","43be5126-70ce-4fbe-857e-5d0a75f79ce0"
"Manufactured Housing",136041,"/manufactured-housing","Have a manufactured housing question for the Attorney General's Office? Leave a voicemail at (617) 963-2460 or email us at MHU@state.ma.us. We will do our best to respond within two business days.","9eeb23c2-e020-4939-82f6-c5b0a579847b"
"MCB Support Services",135936,"/mcb-support-services","MCB’s support services include Assistive Technology (AT), Orientation and Mobility (O&M), and Vision Rehabilitation Therapy.","30d4c7cc-611d-49f4-8895-0a1d8f0d6b28"
"Smart Growth / Smart Energy Toolkit Module Bylaws",135806,"/smart-growth-smart-energy-toolkit-module-bylaws","View the bylaws for the Toolkit's various modules.","e0a4508a-7763-44a5-ace2-4ad5c8fa56e2"
"Smart Growth / Smart Energy Toolkit Module Slideshows",135801,"/smart-growth-smart-energy-toolkit-module-slideshows","View slideshows on the various Toolkit modules.","36e39579-0be0-45fc-b389-96f7231dd539"
"Smart Growth / Smart Energy Toolkit Case Studies",135791,"/smart-growth-smart-energy-toolkit-case-studies","View various case studies performed on the Toolkit's modules.","49896932-986a-4889-a557-8a3b1d2a40f3"
"Smart Growth / Smart Energy Toolkit Modules",135771,"/smart-growth-smart-energy-toolkit-modules","Learn about the Smart Growth / Smart Energy Toolkit Modules.","01c5c495-c3ec-447a-a35d-0b5c3d602d23"
"Becoming a sponsor for apprentices",135831,"/becoming-a-sponsor-for-apprentices","As an employer, you can sponsor apprentices. You provide hands-on training to the apprentice, specific to the needs of your company","c154d371-8ddb-4cdb-95fe-467d92dc371e"
"Smart Growth / Smart Energy Toolkit Information and Resources",135746,"/smart-growth-smart-energy-toolkit-information-and-resources",".","ac508c55-1c07-459f-88a8-99285448e0f5"
"About OTA",135371,"/about-ota","The Office of Technical Assistance and Technology (OTA) sits within the Executive Office of Energy and Environmental Affairs (EOEEA).","49664504-1758-43ed-b75a-6076e7a929f5"
"Environmental Issues & Sites in Northeastern Massachusetts",134771,"/environmental-issues-sites-in-northeastern-massachusetts","Top projects, facilities and sites overseen by MassDEP's Northeast Regional Office.","91fd1f3d-9d92-4b9c-a279-d9f170ac14bd"
"Forest Fire Control Programs",134841,"/forest-fire-control-programs","Since 1911, the Massachusetts Department of Conservation and Recreation’s Bureau of Forest Fire Control has been providing aid, assistance, and advice to the Commonwealth’s cities and towns through its Wildfire Mission","f5739125-7e05-4404-8ef0-52e3ca091d38"
"RMV Services at AAA",134421,"/rmv-services-at-aaa","If you're a AAA member, you can do your most common RMV business at an AAA location.","f6e00d42-c5aa-4a9a-84d4-e71b972cd71c"
"Superior Court Business Litigation Session",134501,"/superior-court-business-litigation-session","The Business Litigation Session of the Superior Court (BLS) provides a forum for business and commercial disputes.","d1bc904c-5215-41af-b902-9ade7df8c86b"
"DDS Quality Management, Social Inclusion and Community Life",134191,"/dds-quality-management-social-inclusion-and-community-life","Important information to the health, safety and quality of lives of individuals supported by DDS","ebe63ad6-6b7b-4130-a038-1b2d8de25461"
"Jobs with the Court System",133621,"/jobs-with-the-court-system","Get information about open positions and how to apply for jobs within the judicial system.","2b48e0c6-a5ab-438b-868c-60f8bca42ec7"
"The Massachusetts Lead Law",133431,"/the-massachusetts-lead-law","Learn about the law that helps protect children and families from lead hazards.","ebe38ab6-ff52-400e-b72b-a3a007ba9dad"
"Energy Efficiency Measures for Municipalities",133311,"/energy-efficiency-measures-for-municipalities","Cities, towns, and regional public entities, such as Regional School Districts, can reduce energy usage and energy costs by making changes in buildings, streetlights, and vehicle fleets.","79c4f6ff-dae8-4623-8c7e-d953e576253b"
"DDS Self-Directed Services",133071,"/dds-self-directed-services","Helps an individual to have more control in their life","6864a1aa-724c-4953-9fdc-8ddd0422717c"
"About the Appeals Court",132626,"/about-the-appeals-court","Learn about the Appeals Court","bd0da679-1cb0-4b17-96dd-7ab0b2c29768"
"ICHH Action Plans",132376,"/ichh-action-plans","The ICHH includes six committees including the Committee on Veterans, Committee on Disabilities, Committee on Elders, Committee on Families, Committee on Supportive Housing, and Commission on Youth.","5f55e6fa-1194-4603-aaf5-5641085274c4"
"Highway Logo Signs",133381,"/highway-logo-signs","MassDOT allows supplemental and logo signs on our highways, such as those for tourist attractions, businesses, and colleges.","67074b0f-21d4-47a0-a5a9-d4261cee3cc0"
"BSEA Decisions and Rulings",131926,"/bsea-decisions-and-rulings","The BSEA conducts due process hearings and renders Rulings and Decisions concerning eligibility, evaluation, placement, individualized education programs (IEP), provision of special education and procedural protections for students with disabilities.","433bc248-93d5-4fef-be86-1b02857ec194"
"State Highway Access Permits",131901,"/state-highway-access-permits","If you are interested in obtaining access to a state highway, submit an application for a permit.","99755221-cc7c-41fd-86c0-146a699fe13a"
"Benefit Decision Guides",131266,"/benefit-decision-guides","The Benefit Decision Guide is an overview of GIC benefits.","11f9495d-d006-44b9-b969-411e623d37d0"
"Massachusetts Law About...",131151,"/massachusetts-law-about","Are you starting legal research on a topic? This is the place! We have collected laws, regulations, cases and websites on over 150 topics to simplify your research.","cde7c845-311e-419e-8682-f0af5bb6e044"
"Find Select Court Decisions, Legislation, and Legal Updates",130736,"/find-select-court-decisions-legislation-and-legal-updates","A summary of select court decisions, legislation, and legal updates.","e27dcf7e-2d9b-40c5-b922-54d19cdbfbf6"
"Find DDS Regulations, Policies & Public Hearings",129526,"/find-dds-regulations-policies-public-hearings","Information on DDS Regulations","5cddd13c-eb56-483b-a259-4bff7d6e34ec"
"Road Flaggers and Police Detail",130116,"/road-flaggers-and-police-detail","MassDOT guidelines about the use of road flaggers and police details on highway projects.","5d5e1ed3-3b19-4343-aa71-aceded947405"
"PERAC Educational Materials",129026,"/perac-educational-materials","Presentations and handouts from PERAC's various educational seminars","8b97b5a8-eebf-4d26-b133-4a32389eb713"
"Massachusetts Laws by Popular Name",128631,"/massachusetts-laws-by-popular-name","Find laws by names that won't appear in the laws themselves, like Lemon Law, Jessica's Law, Little Miller, or Check the Box.","61970151-ed77-4b6b-bdec-753604e81ac1"
"BOCC Public Hearing Notices",128451,"/bocc-public-hearing-notices","Find notices here.","d431dbb1-b0dd-4468-b12a-e81d158e34c5"
"Lead Information for Providers",128331,"/lead-information-for-providers","If you are a healthcare provider and/or an educator, you can find lead resources and educational materials here.","9902784e-6cbd-4d2c-bb50-9554743397b1"
"Juvenile Justice",128191,"/juvenile-justice","Juvenile Court","7dd69b1e-bfdf-4174-bc1c-df90580ec8d1"
"Project Here: Substance Use Prevention Education",127911,"/project-here-substance-use-prevention-education","Project Here will make substance use prevention resources available to every public middle school in Massachusetts. Learn more about Project Here and how to register your school to participate.","d778a52b-3e76-4ab6-9ae2-4c63c27eae47"
"Market Oversight",128031,"/market-oversight","HPC staff and commissioners work together to monitor the performance of the health care system, including system transformation in the Commonwealth and cost drivers therein.","55f31b6d-bfb0-4932-a402-705d2d9d3ee2"
"Agricultural Preservation Restriction (APR) Program",128021,"/agricultural-preservation-restriction-apr-program","Preserving and Protecting Agricultural Land","fddbc05f-567f-46d9-ae86-db6a719b0ad2"
"MassHealth School-Based Medicaid Program",127516,"/masshealth-school-based-medicaid-program","MassHealth school-based Medicaid program","96a6afeb-87da-4ef3-b4dd-013ec35b2815"
"MassDOT developers' data sources",127506,"/massdot-developers-data-sources","Information and links for developers to work with real-time and static transportation data.","3aa5d327-8b65-4368-92ee-1da93e6966d1"
"Food Safety",127461,"/food-safety","The Food Protection Program ensures a safe and wholesome food supply in the state.","21268a9c-484f-4372-87d8-d9aca0df5d90"
"Parents' Guide to the MCAS",127526,"/parents-guide-to-the-mcas","Massachusetts Comprehensive Assessment System (MCAS) helps teachers, parents, and students know where students are excelling and where they need help.","a2ef54d4-53ae-4c91-a0b0-a9b2a9a0aa1b"
"CARE Team",127346,"/care-team","Cape and Islands District Attorney's Office CARE Team","1a6c9926-bcf4-4406-a1ba-412a6186c2f3"
"Sex Offender Management Unit",127241,"/sex-offender-management-unit","Cape and Islands District Attorney's Office Sex Offender Management Unit","8812a085-f427-44ed-8db3-bb093b203c95"
"Complete Streets Funding Program",127141,"/complete-streets-funding-program","A Complete Street is one that provides safe and accessible options for all travel modes - walking, biking, transit and vehicles – for people of all ages and abilities.","ba2e49d3-cc9b-4367-980b-931b2dc65a00"
"Wellness Guide for Cancer Survivors",127046,"/wellness-guide-for-cancer-survivors","You are not alone","1e44c73e-2ac7-4295-8342-b6faa296bc83"
"Retirement Board Funded Ratios",126751,"/retirement-board-funded-ratios","Listed below in alphabetical order by board name and by funded ratio percentage.","4881aee9-0bdf-4df0-a9dd-c8e9efad89b2"
"Administrative resources",126701,"/administrative-resources","Open access to DTA's public documents.","6130eaae-c62f-4332-b9ec-3d83d618e7eb"
"Community Programs",126661,"/community-programs","Cape and Islands District Attorney's Office Community Programs","1727b5df-7e4b-4e93-94e1-40817ecc402f"
"The ACA ORP Requirements for MassHealth Providers",127096,"/the-aca-orp-requirements-for-masshealth-providers","The ACA Ordering, Referring, and Prescribing (ORP) Requirements for MassHealth Providers","184dd854-3c0a-4db3-b99e-8756b1f1fa54"
"DFS Boards and Commissions",126491,"/dfs-boards-and-commissions","Information about DFS Boards and Commissions, meetings, minutes and members","12e086f9-0a95-414f-9028-284f6869a4d7"
"Benefits for individuals who are legally blind",126436,"/benefits-for-individuals-who-are-legally-blind","Once you are registered with MCB, you are eligible for several benefits.","8af5e018-9b9e-4094-816b-11367ca3e50a"
"Eligibility for MCB Services",126246,"/eligibility-for-mcb-services","Learn about the eligibility requirements to access services offered by MCB.","fcfe62a2-c7d7-4f76-a0ed-b35a83558d84"
"About the Supreme Judicial Court",126101,"/about-the-supreme-judicial-court","The Supreme Judicial Court (SJC) is the Commonwealth's highest appellate court.","7b1731d3-79aa-4e63-a10f-e37ef8ec0226"
"Victim and Witness Assistance Board (VWAB)",126141,"/victim-and-witness-assistance-board-vwab","Governing Board of MOVA","08a4fa45-b050-497d-8f8e-56590c78d469"
"HIT Advisory Groups",125951,"/hit-advisory-groups","2014 Advisory Group Meetings","04acb084-748a-43c5-be78-d3c9db56f2e3"
"Office of Dam Safety",125856,"/office-of-dam-safety","Dam owners are responsible for registration, inspection, developing emergency action plans for high hazard potential dams and maintain dams in good operating condition.","65d14d49-ce24-45ed-9eb8-0bd2d42c9fb0"
"Military Requests",125746,"/military-requests","The Massachusetts National Guard was founded as the Massachusetts Bay Colonial Militia on December 13th, 1636.","cdaa49c9-9c67-42d4-a80a-25ea462faa9a"
"National Guard Recruiting",125706,"/national-guard-recruiting","Here you can find recruitment information for the Army and Air National Guard.","2b0e8984-12bd-4a37-9b1d-1acf36888aab"
"Conservation Districts",125616,"/conservation-districts","Learn about the State Commission's conservation districts.","eec419ca-a8b5-4e29-bcf2-c5ff3acda70b"
"State Commission Meeting and Member Information",125081,"/state-commission-meeting-and-member-information","Learn about the State Commission","1b70f80f-c1a0-40cd-8efa-f2cd4939dd70"
"GIC Forms",126211,"/gic-forms","Forms to enroll in and change your GIC Health and other benefit coverage options.","c57e5ea5-3da0-4b89-9efd-1d9d5bc328eb"
"Children Awaiting Resolution and Disposition Data",125256,"/children-awaiting-resolution-and-disposition-data","(CARD)","f66f5890-1782-4739-adc4-f68c79aa90fc"
"DCAMM Statewide Accessibility Initiative",124851,"/dcamm-statewide-accessibility-initiative","Working with Commonwealth agencies to make their programs and facilities equally accessible to persons with disabilities.","c553e637-41e7-4424-afa7-baf25639b012"
"Engineering Board of Appeals Meetings",124646,"/engineering-board-of-appeals-meetings","Find notices and agendas here.","3b468d10-1b25-4418-ac8b-a8ab37c7335f"
"State House Operations",124281,"/state-house-operations","State House Operations oversees the operation of the State House.","e0818d25-b50d-48b4-808f-f6108ca631ac"
"Workforce Innovation & Opportunity Act (WIOA)",123576,"/workforce-innovation-opportunity-act-wioa","MassWorkforce WIOA","95e49d47-b116-44d0-9a3e-80e888893f0f"
"Alcoholic Beverages Control Commission Decisions (ABCC)",123031,"/alcoholic-beverages-control-commission-decisions-abcc","The ABCC has jurisdiction to hear cases regarding all aspects of any business licensed under Chapter 138.","097a1249-499e-4f29-b776-06bdd34e7227"
"Trapping in Massachusetts",122466,"/trapping-in-massachusetts","Find information about trapping regulations, classes, and resources.","c0d065aa-9732-4d8a-b20d-02f0434815c1"
"Workers' Compensation",122446,"/workers-compensation","Learn about workers' compensation. Access Workers' Comp eServices to manage your claims, download forms and find answers to frequently asked questions.","8ed4b034-723b-43e7-a3d4-4c206772d88f"
"WIOA Subcommittees and Workgroups",122276,"/wioa-subcommittees-and-workgroups","MassWorkforce WIOA Subcommittees and Workgroups","32d0d75e-72c9-4a05-9eba-7ea9973ce460"
"DCAMM Events",121936,"/dcamm-events","There is a tremendous amount of work going on at the Division of Capital Asset Management and Maintenance (DCAMM).","ea5efb69-9feb-4b82-b1a5-bc993c345e79"
"DCAMM News",121876,"/dcamm-news","Find news provided by the Division of Capital Asset Management and Maintenance (DCAMM).","afb2df21-e0e9-4e7d-86cf-ab3bd441b251"
"Saltwater Ocean Beaches",121521,"/saltwater-ocean-beaches","Find ocean beaches along the Atlantic Coast","4d148981-3101-4511-8361-155fe07f586f"
"Department of Public Health Resources",121476,"/department-of-public-health-resources","Resources for important DPH information.","f5523037-c170-4bf4-98e8-2157074b8932"
"The Massachusetts Health Care Workforce Center (HCWC)",121226,"/the-massachusetts-health-care-workforce-center-hcwc","The HCWC works to increase access to health care workforce supply and distribution.","a68248cc-0170-41b2-a745-7002466d71ad"
"DHCD Legal Resources",120836,"/dhcd-legal-resources","Resources available regarding current regulations, proposed regulations, M.G.L.'s, appeals, hearings, fair housing, and other legal information.","24c36f0a-1ff2-42a0-b367-4d345a4e0a41"
"Board of Appeals Hearing Dockets and Minutes",120666,"/board-of-appeals-hearing-dockets-and-minutes","Find dockets and minutes here.","446097fa-7ca6-4c99-a1f8-53b68fe8a9e1"
"Victim & Witness Unit",119941,"/victim-witness-unit","This program is meant to help victims and witnesses throughout the criminal justice process","e72f590f-4ecb-41e7-a9fc-8e3ff1eca441"
"Electronic Filing at the Appeals Court",119536,"/electronic-filing-at-the-appeals-court","A Collection of Guides for E-Filing Documents at the Appeals Court","929f00f1-3c6e-4b66-9f78-9cad6b25cf48"
"Seal Your Criminal Record",119331,"/seal-your-criminal-record","Depending on the conviction and the amount of time that has passed, you may be eligible to seal your criminal record.","fbcbc8b9-e4f5-464b-80c7-fa6d86064a62"
"Community Transit Grant Program",119281,"/community-transit-grant-program","An annual competitive grant program to meet the mobility needs of seniors and individuals with disabilities. Provides funds for the purchase of vehicles, mobility management activities, and operating costs.","477c36c2-6b00-4bd6-b353-a00605ef5039"
"Allied Health Meetings",119256,"/allied-health-meetings","The Allied Health Professionals Board checks the backgrounds of those seeking licenses in a variety of health professions. These include occupational therapists and assistants, athletic trainers, and physical therapists and assistants.","72205a94-174e-478c-a45b-af24d14d394c"
"BBRS Advisory Committee Meetings",119236,"/bbrs-advisory-committee-meetings","Find notices and agendas here.","dec61856-7e62-4c10-bac6-5f15c903aabb"
"Special Commission to Study Switching Medications Statue",119206,"/special-commission-to-study-switching-medications-statue","-","f2741ad2-6cd1-4d89-a32c-073a471de2ca"
"Court Press Releases, News and Announcements",119161,"/court-press-releases-news-and-announcements","Press releases, news and announcements from the Massachusetts Court System.","8b00b602-d172-4b56-9db7-b1bf123f163e"
"Key Decisions - Labor Dispute",118846,"/key-decisions-labor-dispute","Follow the link to key Board of Review cases about unemployment benefits related to a strike or lockout.","8e8d0b9e-6570-4eed-9284-82243600d756"
"Key Decisions - Extended Benefits",118831,"/key-decisions-extended-benefits","Find links to key Board of Review decisions specific to whether a worker is eligible for additional unemployment benefits under the G.L. c. 151A, sec. 30A extended benefit program.","903a5f90-6750-4639-a44f-aea691bd511e"
"Key Decisions - Employer Contributions",118821,"/key-decisions-employer-contributions","Follow links to key Board of Review decisions relating to whether an employer that acquires all or part of a business inherits the unemployment tax experience rate, and other tax rate appeals.","d46cd053-0f15-4f13-bbf6-3c6497834bad"
"DDS Turning 22 Services",118866,"/dds-turning-22-services","Transitioning from school into the DDS adult service system.","94880edf-ad30-47dc-925e-79db33d21ae1"
"Key Decisions - Employee v. Independent Contractor",118806,"/key-decisions-employee-v-independent-contractor","In the links below, you will find key Board of Review decisions about whether a worker performed services as an employee or as an independent contractor.","a8c5db00-62cc-42c5-b5de-42965f8296b5"
"Key Decisions - Discharge",118791,"/key-decisions-discharge","Find links to key Board of Review decisions about whether workers are eligible for unemployment benefits after being fired from a job.","adac7c19-d647-4be7-888c-8a6f462e7230"
"SNAP Path to Work Program",118046,"/snap-path-to-work-program","SNAP Path to Work is DTA’s voluntary Employment and Training (E&T) program. SNAP Path to Work provides SNAP-only clients with supports to find and keep good paying jobs.","f57a0920-2e5b-429b-a310-c18e7ce88a81"
"Nonprofit hospital and HMO community benefits",118201,"/nonprofit-hospital-and-hmo-community-benefits","Find information and guidance on the planning and development of community benefits from hospitals and HMOs.","27421dca-ca67-4585-abdd-e935807c8680"
"Key Decisions - Voluntary Leaving",117846,"/key-decisions-voluntary-leaving","Find links to key Board of Review decisions about whether workers are eligible for unemployment benefits after they quit a job.","2523df40-02ec-46e7-8a4f-3abfcdca5b9d"
"Key Decisions - Unemployment Status",117841,"/key-decisions-unemployment-status","Find links to key Board of Review decisions that consider circumstances that affect whether a worker is treated as being \""unemployed\"" under the law.","95bf2b1d-89a7-4cc4-8051-2f32c579b39c"
"Key Decisions - Training",117831,"/key-decisions-training","Find links to key Board of Review decisions about whether a worker is eligible for certain training benefits while unemployed.","9d60b08d-2b8c-4abb-9a85-528758dbba8a"
"Key Decisions - Suspended Employees",117821,"/key-decisions-suspended-employees","Follow the links below to key Board of Review decisions about whether a claimant, who has been suspended from work, is eligible for unemployment benefits.","85593218-709e-45bd-bad5-6bb9ceb127d5"
"Key Decisions - School Employees",117811,"/key-decisions-school-employees","Find links to key Board of Review cases that decide whether claimants who work for educational institutions are entitled to collect unemployment benefits.","6f5deda9-f89d-4607-9a8d-85481af40f62"
"Key Decisions - Remuneration",117801,"/key-decisions-remuneration","Find links to key Board of Review decisions that consider whether certain types of employer payments disqualify a worker from receiving unemployment benefits.","085722f7-92d6-4fb5-9fd0-4215a252ec85"
"Key Decisions - Part-time Employment",117791,"/key-decisions-part-time-employment","Follow the links below to key Board of Review decisions about whether part-time work affects eligibility for unemployment benefits.","d76c9601-60fe-4cbd-9a14-a970f6c3022d"
"Key Decisions - Overpayment",117776,"/key-decisions-overpayment","Find links to key Board of Review decisions about a claimant's obligation to return unemployment benefits that should not have been paid.","2baef7f0-b891-40c6-b957-383eedc9ec5c"
"Key Decisions - Monetary Eligibility",117761,"/key-decisions-monetary-eligibility","In the links below, you will find key Board of Review cases deciding whether a worker earned sufficient qualifying wages to be eligible for unemployment benefits.","8456af6b-be83-41e5-93fc-16d5eada705b"
"Medication Administration Program (MAP)",117756,"/medication-administration-program-map","MAP ensures the safe administration of medication to individuals living in community residential programs.","9a493911-edde-4e0e-bf57-22a7091c2763"
"Key Decisions - Miscellaneous",117746,"/key-decisions-miscellaneous","Find links to key Board of Review decisions on various topics that are not listed elsewhere on these web pages.","e03640b2-313d-43d9-9e56-e356b7b1f5ea"
"Key Decisions - Appeals",117716,"/key-decisions-appeals","Find links to key Board of Review decisions about the unemployment appeals process.","71b6bce8-745f-466b-867a-4fc15e2213cb"
"Eligibility Operations Memos",117731,"/eligibility-operations-memos","MassHealth issues eligibility operations memos as needed to communicate procedures, reminders, and other information to MassHealth members.","03f431ea-e290-460d-9954-9169530dc0bb"
"Board of Registration of Social Worker Meetings",117636,"/board-of-registration-of-social-worker-meetings","Board of Registration of Social Workers licenses and oversees this profession, ensuring all social workers are properly and legally licensed.","c600fb9f-72a9-4681-baa3-7f0e4ac40303"
"Subcommittees of the Autism Commission Meeting Calendar and Materials",117571,"/subcommittees-of-the-autism-commission-meeting-calendar-and-materials","-","f2ee3304-0a06-4cb1-88df-a2d904ed2502"
"Understanding Autism",117541,"/understanding-autism","What is Autism?","15bbcc52-ff13-464f-9d41-a9b4671fb0bf"
"Forestry Programs",117406,"/forestry-programs","The Bureau of Forest Fire Control and Forestry services 3.2 million acres of privately and publicly owned forest land in Massachusetts","0a2fc9f8-36af-46aa-bfa0-ecc10605b4e9"
"In-Lieu Fee Program",117071,"/in-lieu-fee-program","DFG sponsors and administers the In-Lieu Fee Program (ILFP) for the Commonwealth of Massachusetts.","e1526595-954e-4d89-9918-1f6ae3d95aa9"
"Employment and Internship Opportunities",117371,"/employment-and-internship-opportunities","The Essex District Attorney's Office accepts resumes for Assistant District Attorneys, Juvenile Justice Coordinators and Victim Witness Advocates on an ongoing basis. Internships are offered in the fall and spring semesters and the summer.","ca36a93d-c479-437a-a105-432c0511c747"
"File a Transportation-Related Discrimination Complaint",117421,"/file-a-transportation-related-discrimination-complaint","Have your civil rights been violated? File a complaint with MassDOT's Office of Diversity and Civil Rights to get help.","a0e0343d-31e9-4696-804d-0efb60cbdaab"
"Disadvantaged Business Enterprise Goals 2016-2019",115796,"/disadvantaged-business-enterprise-goals-2016-2019","MassDOT is a recipient of Federal financial assistance and sets goals accordingly.","43865b4e-d376-40cf-96f1-550ab930f2cf"
"Financial Industry Services and Resources",115871,"/financial-industry-services-and-resources","The Division of Banks (DOB) provides resources and services for the financial services industry.","9f18b723-d726-4181-8e5e-2ce24748c18d"
"Debarred, Suspended or Decertified Contractors",115726,"/debarred-suspended-or-decertified-contractors","The Division of Capital Asset Management and Maintenance (DCAMM) provides lists of contractors who have been debarred, suspended or decertified.","9ebeb635-989a-4045-8617-01c118122552"
"MassDOT ADA Transition Plan",115761,"/massdot-ada-transition-plan","We have evaluated our policies, programs, services, and facilities to improve access for people with disabilities","3f076e65-7397-4462-97ee-36f676f4d82d"
"File my Uniform Financial Report (UFR)",115581,"/file-my-uniform-financial-report-ufr","The UFR is the financial statements and schedules required to be filed by human and social service organizations that deliver services to the Commonwealth's vulnerable consumers via contracts with the state.","0cc31232-a86e-4390-bb91-cc932fc63e4b"
